"","Count","LBA","LF","DIST_YEAR","DIST_TYPE","TYPE_CONFIDENCE","SEVERITY","SOURCE1","SOURCE2","SOURCE3","SOURCE4","DESCRIPTION","DIST_GROUP","DIST_FIRE","hectares"
"2448",33,1,553,2019,"Disease","Medium","High","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Disease LANDFIRE Events Geodatabase polygon.","Insects/Disease","Disturbance-Not Fire",2.97
"2449",1,1,552,2019,"Disease","Medium","Medium","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Disease LANDFIRE Events Geodatabase polygon.","Insects/Disease","Disturbance-Not Fire",0.09
"2450",12,9999,712,2019,"Development","Medium","Medium","Image-based change detection","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,"Development causality likely, but could be other causality type than assigned (Image-based change detection pixels within Development LANDFIRE Events Geodatabase 500 m buffer).","Development","Disturbance-Not Fire",1.08
"2451",15,9999,713,2019,"Development","Medium","High","Image-based change detection","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,"Development causality likely, but could be other causality type than assigned (Image-based change detection pixels within Development LANDFIRE Events Geodatabase 500 m buffer).","Development","Disturbance-Not Fire",1.35
"2452",43,1,115,2019,"Fire","High","Increased Green","Decision Tree Modeled","MTBS",NA,NA,"MTBS gap (value = 6) filled with See5 classified output.","Wildfire","Disturbance-Fire",3.87
"2453",2109,1,981,2019,"Wildland Fire Use","High","Low","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,NA,"Wildland Fire Use LANDFIRE Events Geodatabase polygon. No change from Landsat image-based change detection or low confidence in severity assignment so default severity of low.","Wildfire","Disturbance-Fire",189.81
"2454",1603,1,483,2019,"Wildland Fire Use","High","High","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Wildland Fire Use LANDFIRE Events Geodatabase polygon.","Wildfire","Disturbance-Fire",144.27
"2455",28,1,783,2019,"Wildland Fire Use","Medium","High","Image-based change detection","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,"Wildland Fire Use causality likely, but could be other causality type than assigned (Image-based change detection pixels within Wildland Fire Use LANDFIRE Events Geodatabase 500 m buffer).","Wildfire","Disturbance-Fire",2.52
"2456",3,1,782,2019,"Wildland Fire Use","Medium","Medium","Image-based change detection","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,"Wildland Fire Use causality likely, but could be other causality type than assigned (Image-based change detection pixels within Wildland Fire Use LANDFIRE Events Geodatabase 500 m buffer).","Wildfire","Disturbance-Fire",0.27
"2457",1041,1,482,2019,"Wildland Fire Use","High","Medium","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Wildland Fire Use LANDFIRE Events Geodatabase polygon.","Wildfire","Disturbance-Fire",93.69
"2458",1479,1,481,2019,"Wildland Fire Use","High","Low","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Wildland Fire Use LANDFIRE Events Geodatabase polygon.","Wildfire","Disturbance-Fire",133.11
"2459",6881,9999,481,2019,"Wildland Fire Use","High","Low","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Wildland Fire Use LANDFIRE Events Geodatabase polygon.","Wildfire","Disturbance-Fire",619.29
"2460",4844,9999,483,2019,"Wildland Fire Use","High","High","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Wildland Fire Use LANDFIRE Events Geodatabase polygon.","Wildfire","Disturbance-Fire",435.96
"2461",25,1,781,2019,"Wildland Fire Use","Medium","Low","Image-based change detection","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,"Wildland Fire Use causality likely, but could be other causality type than assigned (Image-based change detection pixels within Wildland Fire Use LANDFIRE Events Geodatabase 500 m buffer).","Wildfire","Disturbance-Fire",2.25
"2462",6761,9999,482,2019,"Wildland Fire Use","High","Medium","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Wildland Fire Use LANDFIRE Events Geodatabase polygon.","Wildfire","Disturbance-Fire",608.49
"2463",178,9999,783,2019,"Wildland Fire Use","Medium","High","Image-based change detection","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,"Wildland Fire Use causality likely, but could be other causality type than assigned (Image-based change detection pixels within Wildland Fire Use LANDFIRE Events Geodatabase 500 m buffer).","Wildfire","Disturbance-Fire",16.02
"2464",113,9999,782,2019,"Wildland Fire Use","Medium","Medium","Image-based change detection","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,"Wildland Fire Use causality likely, but could be other causality type than assigned (Image-based change detection pixels within Wildland Fire Use LANDFIRE Events Geodatabase 500 m buffer).","Wildfire","Disturbance-Fire",10.17
"2465",1467,9999,781,2019,"Wildland Fire Use","Medium","Low","Image-based change detection","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,"Wildland Fire Use causality likely, but could be other causality type than assigned (Image-based change detection pixels within Wildland Fire Use LANDFIRE Events Geodatabase 500 m buffer).","Wildfire","Disturbance-Fire",132.03
"2466",3,1,1081,2019,"Biological","Medium","Low","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,NA,"Biological LANDFIRE Events Geodatabase polygon. No change from Landsat image-based change detection or low confidence in severity assignment so default severity of low.","Biological/Chemical","Disturbance-Not Fire",0.27
"2467",90,9999,1122,2019,"Unknown",NA,"Medium","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)","Burned Area Essential Climate Product","Image-based change detection identified change (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status equals 1 or 2).  Burned Area Essential Climate Variable (BAECV) indicates burned condition (BAECV >=  95%).","Unknown","Disturbance-Not Fire",8.1
"2468",2,9999,1123,2019,"Unknown",NA,"High","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)","Burned Area Essential Climate Product","Image-based change detection identified change (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status equals 1 or 2).  Burned Area Essential Climate Variable (BAECV) indicates burned condition (BAECV >=  95%).","Unknown","Disturbance-Not Fire",0.18
"2469",107,1,422,2019,"Clearcut","High","Medium","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Clearcut LANDFIRE Events Geodatabase polygon.","Harvest","Disturbance-Not Fire",9.63
"2470",124,1,423,2019,"Clearcut","High","High","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Clearcut LANDFIRE Events Geodatabase polygon.","Harvest","Disturbance-Not Fire",11.16
"2471",2,1,421,2019,"Clearcut","High","Low","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Clearcut LANDFIRE Events Geodatabase polygon.","Harvest","Disturbance-Not Fire",0.18
"2472",8847953979,9999,0,2020,"No Disturbance",NA,NA,NA,NA,NA,NA,"Background","No Disturbance","No Disturbance",796315858.11
"2473",10747507,9999,1101,2020,"Unknown",NA,"Low","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified change (outside LANDFIRE Events Geodatabase 500 m buffer, PAD GAP Status equals 0).","Unknown","Disturbance-Not Fire",967275.63
"2474",4424203,9999,1102,2020,"Unknown",NA,"Medium","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified change (outside LANDFIRE Events Geodatabase 500 m buffer, PAD GAP Status equals 0).","Unknown","Disturbance-Not Fire",398178.27
"2475",8817824,9999,1103,2020,"Unknown",NA,"High","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified change (outside LANDFIRE Events Geodatabase 500 m buffer, PAD GAP Status equals 0).","Unknown","Disturbance-Not Fire",793604.16
"2476",21676430,1,0,2020,"No Disturbance",NA,NA,NA,NA,NA,NA,"Background","No Disturbance","No Disturbance",1950878.7
"2477",1290062,1,1111,2020,"Unknown",NA,"Low","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)","Burned Area Essential Climate Product","Image-based change detection identified change (outside LANDFIRE Events Geodatabase 500 m buffer, PAD GAP Status equals 0).  Burned Area Essential Climate Variable (BAECV) indicates burned condition (BAECV >=  95%).","Unknown","Disturbance-Not Fire",116105.58
"2478",401818,9999,702,2020,"Unknown",NA,"Medium","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance.  Anthropogenic causality likely, but unknown (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status GAP Status equals 3 or 4).","Unknown","Disturbance-Not Fire",36163.62
"2479",1364980,9999,701,2020,"Unknown",NA,"Low","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance.  Anthropogenic causality likely, but unknown (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status GAP Status equals 3 or 4).","Unknown","Disturbance-Not Fire",122848.2
"2480",538005,9999,703,2020,"Unknown",NA,"High","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance.  Anthropogenic causality likely, but unknown (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status GAP Status equals 3 or 4).","Unknown","Disturbance-Not Fire",48420.45
"2481",145668,9999,603,2020,"Unknown",NA,"High","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance.  Anthropogenic causality not expected (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status equals 1 or 2).","Unknown","Disturbance-Not Fire",13110.12
"2482",278185,9999,601,2020,"Unknown",NA,"Low","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance.  Anthropogenic causality not expected (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status equals 1 or 2).","Unknown","Disturbance-Not Fire",25036.65
"2483",116092,9999,602,2020,"Unknown",NA,"Medium","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance.  Anthropogenic causality not expected (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status equals 1 or 2).","Unknown","Disturbance-Not Fire",10448.28
"2484",1101450,9999,21,2020,"Fire","High","Unburned/Low","BARC",NA,NA,NA,"BARC mapped fire.","Wildfire","Disturbance-Fire",99130.5
"2485",2326952,9999,971,2020,"Wildfire","High","Low","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,NA,"Wildfire LANDFIRE Events Geodatabase polygon. No change from Landsat image-based change detection or low confidence in severity assignment so default severity of low.","Wildfire","Disturbance-Fire",209425.68
"2486",954473,9999,22,2020,"Fire","High","Low","BARC",NA,NA,NA,"BARC mapped fire.","Wildfire","Disturbance-Fire",85902.57
"2487",504732,9999,23,2020,"Fire","High","Medium","BARC",NA,NA,NA,"BARC mapped fire.","Wildfire","Disturbance-Fire",45425.88
"2488",230735,9999,1051,2020,"Disease","Medium","Low","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,NA,"Disease LANDFIRE Events Geodatabase polygon. No change from Landsat image-based change detection or low confidence in severity assignment so default severity of low.","Insects/Disease","Disturbance-Not Fire",20766.15
"2489",437100,1,1113,2020,"Unknown",NA,"High","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)","Burned Area Essential Climate Product","Image-based change detection identified change (outside LANDFIRE Events Geodatabase 500 m buffer, PAD GAP Status equals 0).  Burned Area Essential Climate Variable (BAECV) indicates burned condition (BAECV >=  95%).","Unknown","Disturbance-Not Fire",39339
"2490",285958,1,1112,2020,"Unknown",NA,"Medium","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)","Burned Area Essential Climate Product","Image-based change detection identified change (outside LANDFIRE Events Geodatabase 500 m buffer, PAD GAP Status equals 0).  Burned Area Essential Climate Variable (BAECV) indicates burned condition (BAECV >=  95%).","Unknown","Disturbance-Not Fire",25736.22
"2491",11478817,9999,1041,2020,"Insects","Medium","Low","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,NA,"Insects LANDFIRE Events Geodatabase polygon. No change from Landsat image-based change detection or low confidence in severity assignment so default severity of low.","Insects/Disease","Disturbance-Not Fire",1033093.53
"2492",80629,9999,542,2020,"Insects","Medium","Medium","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Insects LANDFIRE Events Geodatabase polygon.","Insects/Disease","Disturbance-Not Fire",7256.61
"2493",15818,9999,841,2020,"Insects","Low","Low","Image-based change detection","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,"Insects causality likely, but could be other causality type than assigned (Image-based change detection pixels within Insects LANDFIRE Events Geodatabase 500 m buffer).","Insects/Disease","Disturbance-Not Fire",1423.62
"2494",106973,9999,541,2020,"Insects","Medium","Low","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Insects LANDFIRE Events Geodatabase polygon.","Insects/Disease","Disturbance-Not Fire",9627.57
"2495",10272,9999,543,2020,"Insects","Medium","High","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Insects LANDFIRE Events Geodatabase polygon.","Insects/Disease","Disturbance-Not Fire",924.48
"2496",7364,9999,843,2020,"Insects","Low","High","Image-based change detection","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,"Insects causality likely, but could be other causality type than assigned (Image-based change detection pixels within Insects LANDFIRE Events Geodatabase 500 m buffer).","Insects/Disease","Disturbance-Not Fire",662.76
"2497",514176,9999,1061,2020,"Insects/Disease","Medium","Low","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,NA,"Insects/Disease LANDFIRE Events Geodatabase polygon. No change from Landsat image-based change detection or low confidence in severity assignment so default severity of low.","Insects/Disease","Disturbance-Not Fire",46275.84
"2498",1988925,1,22,2020,"Fire","High","Low","BARC",NA,NA,NA,"BARC mapped fire.","Wildfire","Disturbance-Fire",179003.25
"2499",257843,1,21,2020,"Fire","High","Unburned/Low","BARC",NA,NA,NA,"BARC mapped fire.","Wildfire","Disturbance-Fire",23205.87
"2500",1220877,1,23,2020,"Fire","High","Medium","BARC",NA,NA,NA,"BARC mapped fire.","Wildfire","Disturbance-Fire",109878.93
"2501",45538,9999,24,2020,"Fire","High","High","BARC",NA,NA,NA,"BARC mapped fire.","Wildfire","Disturbance-Fire",4098.42
"2502",139509,1,24,2020,"Fire","High","High","BARC",NA,NA,NA,"BARC mapped fire.","Wildfire","Disturbance-Fire",12555.81
"2503",11632,9999,772,2020,"Wildfire","Medium","Medium","Image-based change detection","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,"Wildfire causality likely, but could be other causality type than assigned (Image-based change detection pixels within Wildfire LANDFIRE Events Geodatabase 500 m buffer).","Wildfire","Disturbance-Fire",1046.88
"2504",69571,9999,771,2020,"Wildfire","Medium","Low","Image-based change detection","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,"Wildfire causality likely, (although other but could be other causality type than assigned (Image-based change detection pixels within Wildfire LANDFIRE Events Geodatabase 500 m buffer).","Wildfire","Disturbance-Fire",6261.39
"2505",1934125,1,971,2020,"Wildfire","High","Low","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,NA,"Wildfire LANDFIRE Events Geodatabase polygon. No change from Landsat image-based change detection or low confidence in severity assignment so default severity of low.","Wildfire","Disturbance-Fire",174071.25
"2506",3311319,9999,961,2020,"Other Mechanical","High","Low","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,NA,"Other Mechanical LANDFIRE Events Geodatabase polygon. No change from Landsat image-based change detection or low confidence in severity assignment so default severity of low.","Mechanical","Disturbance-Not Fire",298018.71
"2507",1296714,9999,941,2020,"Thinning","High","Low","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,NA,"Thinning LANDFIRE Events Geodatabase polygon. No change from Landsat image-based change detection or low confidence in severity assignment so default severity of low.","Thinning","Disturbance-Not Fire",116704.26
"2508",186378,9999,461,2020,"Other Mechanical","High","Low","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Other Mechanical LANDFIRE Events Geodatabase polygon.","Mechanical","Disturbance-Not Fire",16774.02
"2509",58318,9999,462,2020,"Other Mechanical","High","Medium","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Other Mechanical LANDFIRE Events Geodatabase polygon.","Mechanical","Disturbance-Not Fire",5248.62
"2510",29512,1,1123,2020,"Unknown",NA,"High","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)","Burned Area Essential Climate Product","Image-based change detection identified change (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status equals 1 or 2).  Burned Area Essential Climate Variable (BAECV) indicates burned condition (BAECV >=  95%).","Unknown","Disturbance-Not Fire",2656.08
"2511",30879,1,1122,2020,"Unknown",NA,"Medium","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)","Burned Area Essential Climate Product","Image-based change detection identified change (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status equals 1 or 2).  Burned Area Essential Climate Variable (BAECV) indicates burned condition (BAECV >=  95%).","Unknown","Disturbance-Not Fire",2779.11
"2512",136548,1,1121,2020,"Unknown",NA,"Low","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)","Burned Area Essential Climate Product","Image-based change detection identified change (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status equals 1 or 2).  Burned Area Essential Climate Variable (BAECV) indicates burned condition (BAECV >=  95%).","Unknown","Disturbance-Not Fire",12289.32
"2513",46487,9999,463,2020,"Other Mechanical","High","High","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Other Mechanical LANDFIRE Events Geodatabase polygon.","Mechanical","Disturbance-Not Fire",4183.83
"2514",29600,9999,791,2020,"Prescribed Fire","Medium","Low","Image-based change detection","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,"Prescribed Fire causality likely, but could be other causality type than assigned (Image-based change detection pixels within Prescribed Fire LANDFIRE Events Geodatabase 500 m buffer).","Prescribed Fire","Disturbance-Fire",2664
"2515",4388,1,702,2020,"Unknown",NA,"Medium","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance.  Anthropogenic causality likely, but unknown (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status GAP Status equals 3 or 4).","Unknown","Disturbance-Not Fire",394.92
"2516",17466,1,701,2020,"Unknown",NA,"Low","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance.  Anthropogenic causality likely, but unknown (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status GAP Status equals 3 or 4).","Unknown","Disturbance-Not Fire",1571.94
"2517",6962,1,703,2020,"Unknown",NA,"High","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance.  Anthropogenic causality likely, but unknown (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status GAP Status equals 3 or 4).","Unknown","Disturbance-Not Fire",626.58
"2518",3265152,9999,991,2020,"Prescribed Fire","High","Low","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,NA,"Prescribed Fire LANDFIRE Events Geodatabase polygon. No change from Landsat image-based change detection or low confidence in severity assignment so default severity of low.","Prescribed Fire","Disturbance-Fire",293863.68
"2519",13052,9999,793,2020,"Prescribed Fire","Medium","High","Image-based change detection","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,"Prescribed Fire causality likely, but could be other causality type than assigned (Image-based change detection pixels within Prescribed Fire LANDFIRE Events Geodatabase 500 m buffer).","Prescribed Fire","Disturbance-Fire",1174.68
"2520",8784,9999,792,2020,"Prescribed Fire","Medium","Medium","Image-based change detection","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,"Prescribed Fire causality likely, but could be other causality type than assigned (Image-based change detection pixels within Prescribed Fire LANDFIRE Events Geodatabase 500 m buffer).","Prescribed Fire","Disturbance-Fire",790.56
"2521",915323,9999,31,2020,"Fire","High","Unburned/Low","RAVG",NA,NA,NA,"RAVG mapped fire.","Wildfire","Disturbance-Fire",82379.07
"2522",59380,9999,32,2020,"Fire","High","Low","RAVG",NA,NA,NA,"RAVG mapped fire.","Wildfire","Disturbance-Fire",5344.2
"2523",29988,9999,33,2020,"Fire","High","Medium","RAVG",NA,NA,NA,"RAVG mapped fire.","Wildfire","Disturbance-Fire",2698.92
"2524",3411,9999,231,2020,"Fire","High","Unburned/Low","Focal Majority","RAVG",NA,NA,"RAVG gap (value = 9) filled with 13x13 focal majority matrix.","Wildfire","Disturbance-Fire",306.99
"2525",141613,1,32,2020,"Fire","High","Low","RAVG",NA,NA,NA,"RAVG mapped fire.","Wildfire","Disturbance-Fire",12745.17
"2526",1137801,1,34,2020,"Fire","High","High","RAVG",NA,NA,NA,"RAVG mapped fire.","Wildfire","Disturbance-Fire",102402.09
"2527",258708,1,31,2020,"Fire","High","Unburned/Low","RAVG",NA,NA,NA,"RAVG mapped fire.","Wildfire","Disturbance-Fire",23283.72
"2528",157491,1,33,2020,"Fire","High","Medium","RAVG",NA,NA,NA,"RAVG mapped fire.","Wildfire","Disturbance-Fire",14174.19
"2529",62273,9999,34,2020,"Fire","High","High","RAVG",NA,NA,NA,"RAVG mapped fire.","Wildfire","Disturbance-Fire",5604.57
"2530",115331,1,1132,2020,"Unknown",NA,"Medium","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)","Burned Area Essential Climate Product","Image-based change detection identified change (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status equals 3 or 4).  Burned Area Essential Climate Variable (BAECV) indicates burned condition (BAECV >=  95%).","Unknown","Disturbance-Not Fire",10379.79
"2531",119199,1,1133,2020,"Unknown",NA,"High","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)","Burned Area Essential Climate Product","Image-based change detection identified change (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status equals 3 or 4).  Burned Area Essential Climate Variable (BAECV) indicates burned condition (BAECV >=  95%).","Unknown","Disturbance-Not Fire",10727.91
"2532",542215,1,1131,2020,"Unknown",NA,"Low","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)","Burned Area Essential Climate Product","Image-based change detection identified change (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status equals 3 or 4).  Burned Area Essential Climate Variable (BAECV) indicates burned condition (BAECV >=  95%).","Unknown","Disturbance-Not Fire",48799.35
"2533",13730,9999,763,2020,"Other Mechanical","Medium","High","Image-based change detection","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,"Other Mechanical causality likely, but could be other causality type than assigned (Image-based change detection pixels within Development LANDFIRE Events Geodatabase 500 m buffer).","Mechanical","Disturbance-Not Fire",1235.7
"2534",10581,9999,762,2020,"Other Mechanical","Medium","Medium","Image-based change detection","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,"Other Mechanical causality likely, but could be other causality type than assigned (Image-based change detection pixels within Development LANDFIRE Events Geodatabase 500 m buffer).","Mechanical","Disturbance-Not Fire",952.29
"2535",38849,9999,761,2020,"Other Mechanical","Medium","Low","Image-based change detection","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,"Other Mechanical causality likely, but could be other causality type than assigned (Image-based change detection pixels within Development LANDFIRE Events Geodatabase 500 m buffer).","Mechanical","Disturbance-Not Fire",3496.41
"2536",3703801,9999,11,2020,"Fire","High","Unburned/Low","MTBS",NA,NA,NA,"MTBS mapped fire.","Wildfire","Disturbance-Fire",333342.09
"2537",7730238,9999,12,2020,"Fire","High","Low","MTBS",NA,NA,NA,"MTBS mapped fire.","Wildfire","Disturbance-Fire",695721.42
"2538",13689991,1,12,2020,"Fire","High","Low","MTBS",NA,NA,NA,"MTBS mapped fire.","Wildfire","Disturbance-Fire",1232099.19
"2539",6058379,1,13,2020,"Fire","High","Medium","MTBS",NA,NA,NA,"MTBS mapped fire.","Wildfire","Disturbance-Fire",545254.11
"2540",1084508,9999,13,2020,"Fire","High","Medium","MTBS",NA,NA,NA,"MTBS mapped fire.","Wildfire","Disturbance-Fire",97605.72
"2541",130777,9999,15,2020,"Fire","High","Increased Green","MTBS",NA,NA,NA,"MTBS mapped fire.","Wildfire","Disturbance-Fire",11769.93
"2542",4178528,1,14,2020,"Fire","High","High","MTBS",NA,NA,NA,"MTBS mapped fire.","Wildfire","Disturbance-Fire",376067.52
"2543",585471,1,11,2020,"Fire","High","Unburned/Low","MTBS",NA,NA,NA,"MTBS mapped fire.","Wildfire","Disturbance-Fire",52692.39
"2544",930812,9999,14,2020,"Fire","High","High","MTBS",NA,NA,NA,"MTBS mapped fire.","Wildfire","Disturbance-Fire",83773.08
"2545",93574,9999,491,2020,"Prescribed Fire","High","Low","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Prescribed Fire LANDFIRE Events Geodatabase polygon.","Prescribed Fire","Disturbance-Fire",8421.66
"2546",149507,9999,441,2020,"Thinning","High","Low","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Thinning LANDFIRE Events Geodatabase polygon.","Thinning","Disturbance-Not Fire",13455.63
"2547",72037,1,112,2020,"Fire","High","Low","Decision Tree Modeled","MTBS",NA,NA,"MTBS gap (value = 6) filled with See5 classified output.","Wildfire","Disturbance-Fire",6483.33
"2548",52107,1,113,2020,"Fire","High","Medium","Decision Tree Modeled","MTBS",NA,NA,"MTBS gap (value = 6) filled with See5 classified output.","Wildfire","Disturbance-Fire",4689.63
"2549",122577,9999,112,2020,"Fire","High","Low","Decision Tree Modeled","MTBS",NA,NA,"MTBS gap (value = 6) filled with See5 classified output.","Wildfire","Disturbance-Fire",11031.93
"2550",80360,9999,113,2020,"Fire","High","Medium","Decision Tree Modeled","MTBS",NA,NA,"MTBS gap (value = 6) filled with See5 classified output.","Wildfire","Disturbance-Fire",7232.4
"2551",16493,9999,114,2020,"Fire","High","High","Decision Tree Modeled","MTBS",NA,NA,"MTBS gap (value = 6) filled with See5 classified output.","Wildfire","Disturbance-Fire",1484.37
"2552",11498,1,114,2020,"Fire","High","High","Decision Tree Modeled","MTBS",NA,NA,"MTBS gap (value = 6) filled with See5 classified output.","Wildfire","Disturbance-Fire",1034.82
"2553",73544,9999,111,2020,"Fire","High","Unburned/Low","Decision Tree Modeled","MTBS",NA,NA,"MTBS gap (value = 6) filled with See5 classified output.","Wildfire","Disturbance-Fire",6618.96
"2554",13169,1,111,2020,"Fire","High","Unburned/Low","Decision Tree Modeled","MTBS",NA,NA,"MTBS gap (value = 6) filled with See5 classified output.","Wildfire","Disturbance-Fire",1185.21
